tranportation,city,postcode,housenumber,street,state,address1,address2
The Ritz-Carlton,New York,10019,50,Central Park South,New York,The Ritz-Carlton,"50 Central Park South, New York, NY 10019, United States of America"
The Watson Hotel,New York,10019,440,West 57th Street,New York,The Watson Hotel,"440 West 57th Street, New York, NY 10019, United States of America"
The Brooklyn Riviera Hostel,New York,11216,781,Prospect Place,New York,The Brooklyn Riviera Hostel,"781 Prospect Place, New York, NY 11216, United States of America"
JW Marriott Essex House,New York,10019,160,Central Park South,New York,JW Marriott Essex House,"160 Central Park South, New York, NY 10019, United States of America"
6 Columbus,New York,10019,308,West 58th Street,New York,6 Columbus,"308 West 58th Street, New York, NY 10019, United States of America"
Sherry Netherlands,New York,10022,N/A,East 59th Street,New York,Sherry Netherlands,"East 59th Street, New York, NY 10022, United States of America"
The Local NY,New York,11101,N/A,44th Avenue,New York,The Local NY,"44th Avenue, New York, NY 11101, United States of America"
Fairfield Inn Long Island City/Manhattan View,New York,11101,52-34,Van Dam Street,New York,Fairfield Inn Long Island City/Manhattan View,"52-34 Van Dam Street, New York, NY 11101, United States of America"
LIC Hotel,New York,11101,44-02,21st Street,New York,LIC Hotel,"44-02 21st Street, New York, NY 11101, United States of America"
Graduate Roosevelt Island,New York,10044,22,North Loop Road,New York,Graduate Roosevelt Island,"22 North Loop Road, New York, NY 10044, United States of America"
The Pierre,New York,10021,N/A,East 61st Street,New York,The Pierre,"East 61st Street, New York, NY 10021, United States of America"
Comfort Inn,New York,11232,353,38th Street,New York,Comfort Inn,"353 38th Street, New York, NY 11232, United States of America"
Feather Factory Hotel,New York,11101,26-32,Skillman Avenue,New York,Feather Factory Hotel,"26-32 Skillman Avenue, New York, NY 11101, United States of America"
Loews Regency New York,New York,10037,540,Park Avenue,New York,Loews Regency New York,"540 Park Avenue, New York, NY 10037, United States of America"
Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,New York,10019,534,West 58th Street,New York,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,"534 West 58th Street, New York, NY 10019, United States of America"
Mandarin Oriental,New York,10023,80,Columbus Circle,New York,Mandarin Oriental,"80 Columbus Circle, New York, NY 10023, United States of America"
Z NYC Hotel,New York,11101,11-01,11th Street,New York,Z NYC Hotel,"11-01 11th Street, New York, NY 11101, United States of America"
Trump International Hotel and Tower,New York,10023,1,Central Park West,New York,Trump International Hotel and Tower,"1 Central Park West, New York, NY 10023, United States of America"
The Palladin,New York,10062,N/A,East 62nd Street,New York,The Palladin,"East 62nd Street, New York, NY 10062, United States of America"
City View Inn,New York,11101,3317,Greenpoint Avenue,New York,City View Inn,"3317 Greenpoint Avenue, New York, NY 11101, United States of America"
Ravel Hotel,New York,11101,8-08,Queens Plaza South,New York,Ravel Hotel,"8-08 Queens Plaza South, New York, NY 11101, United States of America"
N/A,New York,10037,692,Madison Avenue,New York,692 Madison Avenue,"New York, NY 10037, United States of America"
N/A,New York,10037,692,Madison Avenue,New York,692 Madison Avenue,"New York, NY 10037, United States of America"
She-Fah Hotel,Union City,07087,N/A,29th Street,New Jersey,She-Fah Hotel,"29th Street, Union City, NJ 07087, United States of America"
The Bentley Hotel,New York,10065,500,East 62nd Street,New York,The Bentley Hotel,"500 East 62nd Street, New York, NY 10065, United States of America"
N/A,North Bergen,07087,1631,John F. Kennedy Boulevard,New Jersey,1631 John F. Kennedy Boulevard,"North Bergen, NJ 07087, United States of America"
Quality Suites Nyc Gateway,North Bergen,07047,1200,Tonnelle Avenue,New Jersey,Quality Suites Nyc Gateway,"1200 Tonnelle Avenue, North Bergen, NJ 07047, United States of America"
Hyatt Place,New York,11101,27-03,43rd Avenue,New York,Hyatt Place,"27-03 43rd Avenue, New York, NY 11101, United States of America"
Days Inn,New York,11232,437,39th Street,New York,Days Inn,"437 39th Street, New York, NY 11232, United States of America"
Wyndham Garden,New York,11232,457,39th Street,New York,Wyndham Garden,"457 39th Street, New York, NY 11232, United States of America"
Plaza Athénée,New York,10065,37,East 64th Street,New York,Plaza Athénée,"37 East 64th Street, New York, NY 10065, United States of America"
The Empire Hotel,New York,10023,44,West 63rd Street,New York,The Empire Hotel,"44 West 63rd Street, New York, NY 10023, United States of America"
Gardens Suites Hotel by Affinia,New York,10065,215,East 64th Street,New York,Gardens Suites Hotel by Affinia,"215 East 64th Street, New York, NY 10065, United States of America"
West Side YMCA,New York,10023,N/A,West 63rd Street,New York,West Side YMCA,"West 63rd Street, New York, NY 10023, United States of America"
Phoenix Hotel,New York,11232,517,39th Street,New York,Phoenix Hotel,"517 39th Street, New York, NY 11232, United States of America"
Aloft Long Island City,New York,11101,N/A,Jackson Avenue,New York,Aloft Long Island City,"Jackson Avenue, New York, NY 11101, United States of America"
Red Lion Inn & Suites,New York,11101,42-24,Crescent Street,New York,Red Lion Inn & Suites,"42-24 Crescent Street, New York, NY 11101, United States of America"
Quality Inn,New York,11220,4410,3rd Avenue,New York,Quality Inn,"4410 3rd Avenue, New York, NY 11220, United States of America"
The Vue Hotel Express,New York,11232,N/A,39th Street,New York,The Vue Hotel Express,"39th Street, New York, NY 11232, United States of America"
Hotel 21,New York,11101,41-03,21st Street,New York,Hotel 21,"41-03 21st Street, New York, NY 11101, United States of America"
Days Inn,New York,11101,3136,Queens Boulevard,New York,Days Inn,"3136 Queens Boulevard, New York, NY 11101, United States of America"
King Hotel,New York,11232,646,39th Street,New York,King Hotel,"646 39th Street, New York, NY 11232, United States of America"
The Vue Hotel,New York,11101,40-47,22nd Street,New York,The Vue Hotel,"40-47 22nd Street, New York, NY 11101, United States of America"
Q4 hotel,New York,11101,N/A,Queens Plaza North,New York,Q4 hotel,"Queens Plaza North, New York, NY 11101, United States of America"
Courtyard,New York,11101,29-15,Queens Plaza North,New York,Courtyard,"29-15 Queens Plaza North, New York, NY 11101, United States of America"
EnVue,Weehawken,07086,550,Avenue at Port Imperial,New Jersey,EnVue,"550 Avenue at Port Imperial, Weehawken, NJ 07086, United States of America"
Hilton Garden Inn,New York,11101,29-21,41st Avenue,New York,Hilton Garden Inn,"29-21 41st Avenue, New York, NY 11101, United States of America"
Ronald O. Perelman Performing Arts Center,New York,10048,58,Church Street,New York,Ronald O. Perelman Performing Arts Center,"58 Church Street, New York, NY 10048, United States of America"
81 Leonard Gallery,New York,10013,N/A,Leonard Street,New York,81 Leonard Gallery,"Leonard Street, New York, NY 10013, United States of America"
9/11 Memorial & Museum,New York,10007,180,Greenwich Street,New York,9/11 Memorial & Museum,"180 Greenwich Street, New York, NY 10007, United States of America"
Mmuseumm,New York,10013,4,Cortlandt Alley,New York,Mmuseumm,"4 Cortlandt Alley, New York, NY 10013, United States of America"
The Print Room,New York,10013,89,Franklin Street,New York,The Print Room,"89 Franklin Street, New York, NY 10013, United States of America"
Access Theater,New York,10013,380,Broadway,New York,Access Theater,"380 Broadway, New York, NY 10013, United States of America"
Andrew Kreps Gallery,New York,10013,22,Cortlandt Alley,New York,Andrew Kreps Gallery,"22 Cortlandt Alley, New York, NY 10013, United States of America"
David Lewis Gallery,New York,10013,57,Walker Street,New York,David Lewis Gallery,"57 Walker Street, New York, NY 10013, United States of America"
South Street Seaport Museum,New York,10038,12,Fulton Street,New York,South Street Seaport Museum,"12 Fulton Street, New York, NY 10038, United States of America"
Alexander and Bonin,New York,10013,47,Walker Street,New York,Alexander and Bonin,"47 Walker Street, New York, NY 10013, United States of America"
Imagination Playground,New York,10038,N/A,John Street,New York,Imagination Playground,"John Street, New York, NY 10038, United States of America"
iPic Theaters,New York,10038,11,Fulton Street,New York,iPic Theaters,"11 Fulton Street, New York, NY 10038, United States of America"
Roxy Cinema New York,New York,10013,2,6th Avenue,New York,Roxy Cinema New York,"2 6th Avenue, New York, NY 10013, United States of America"
Museum of American Finance,New York,10005,48,Wall Street,New York,Museum of American Finance,"48 Wall Street, New York, NY 10005, United States of America"
Regal Battery Park,New York,10282,102,North End Avenue,New York,Regal Battery Park,"102 North End Avenue, New York, NY 10282, United States of America"
SLEEPCENTER,New York,10002,9,Monroe Street,New York,SLEEPCENTER,"9 Monroe Street, New York, NY 10002, United States of America"
9/11 Tribute Museum,New York,10006,92,Greenwich Street,New York,9/11 Tribute Museum,"92 Greenwich Street, New York, NY 10006, United States of America"
186f Kepler,New York,10013,171,Canal Street,New York,186f Kepler,"171 Canal Street, New York, NY 10013, United States of America"
Guild Gallery,New York,10013,321,Canal Street,New York,Guild Gallery,"321 Canal Street, New York, NY 10013, United States of America"
OS NYC,New York,10013,50,Bowery,New York,OS NYC,"50 Bowery, New York, NY 10013, United States of America"
No Evil Eye,New York,10013,327,Canal Street,New York,No Evil Eye,"327 Canal Street, New York, NY 10013, United States of America"
Essex Flowers Gallery,New York,10002,19,Monroe Street,New York,Essex Flowers Gallery,"19 Monroe Street, New York, NY 10002, United States of America"
Martos Gallery,New York,10013,41,Elizabeth Street,New York,Martos Gallery,"41 Elizabeth Street, New York, NY 10013, United States of America"
Museum of Chinese in America,New York,10013,215,Centre Street,New York,Museum of Chinese in America,"215 Centre Street, New York, NY 10013, United States of America"
Pier 25 Play Area,New York,10282,N/A,Hudson River Park Esplanade,New York,Pier 25 Play Area,"Hudson River Park Esplanade, New York, NY 10282, United States of America"
Italian American Museum,New York,10012,155,Mulberry Street,New York,Italian American Museum,"155 Mulberry Street, New York, NY 10012, United States of America"
Leslie-Lohman Museum of Art,New York,10013,26,Wooster Street,New York,Leslie-Lohman Museum of Art,"26 Wooster Street, New York, NY 10013, United States of America"
Pier 25—Miniature Golf,New York,10282,N/A,Hudson River Park Esplanade,New York,Pier 25—Miniature Golf,"Hudson River Park Esplanade, New York, NY 10282, United States of America"
Museum at Eldridge Street,New York,10002,12,Eldridge Street,New York,Museum at Eldridge Street,"12 Eldridge Street, New York, NY 10002, United States of America"
Art Projects International,New York,10013,434,Greenwich Street,New York,Art Projects International,"434 Greenwich Street, New York, NY 10013, United States of America"
Fraunces Tavern Museum,New York,10004,54,Pearl Street,New York,Fraunces Tavern Museum,"54 Pearl Street, New York, NY 10004, United States of America"
Jackie Robinson Museum,New York,10013,75,Varick Street,New York,Jackie Robinson Museum,"75 Varick Street, New York, NY 10013, United States of America"
Eden Gallery,New York,10012,470,Broome Street,New York,Eden Gallery,"470 Broome Street, New York, NY 10012, United States of America"
National Museum of the American Indian,New York,10004,N/A,Bridge Street,New York,National Museum of the American Indian,"Bridge Street, New York, NY 10004, United States of America"
N/A,New York,10005,92,Laight Street,New York,92 Laight Street,"New York, NY 10005, United States of America"
Chinatown Soup,New York,10002,16B,Orchard Street,New York,Chinatown Soup,"16B Orchard Street, New York, NY 10002, United States of America"
FIERMAN,New York,10002,127,Henry Street,New York,FIERMAN,"127 Henry Street, New York, NY 10002, United States of America"
Skyscraper Museum,New York,10280,39,Battery Place,New York,Skyscraper Museum,"39 Battery Place, New York, NY 10280, United States of America"
Museum of Jewish Heritage,New York,10280,N/A,1st Place,New York,Museum of Jewish Heritage,"1st Place, New York, NY 10280, United States of America"
Vacation,New York,10002,24,Orchard Street,New York,Vacation,"24 Orchard Street, New York, NY 10002, United States of America"
Miguel Abreu Gallery,New York,10002,36,Orchard Street,New York,Miguel Abreu Gallery,"36 Orchard Street, New York, NY 10002, United States of America"
The Broken Kilometer (DIA),New York,10012,393,West Broadway,New York,The Broken Kilometer (DIA),"393 West Broadway, New York, NY 10012, United States of America"
SFA Gallery,New York,10002,131,Chrystie Street,New York,SFA Gallery,"131 Chrystie Street, New York, NY 10002, United States of America"
Judd Foundation,New York,10012,101,Spring Street,New York,Judd Foundation,"101 Spring Street, New York, NY 10012, United States of America"
Derek Eller Gallery,New York,10002,300,Broome Street,New York,Derek Eller Gallery,"300 Broome Street, New York, NY 10002, United States of America"
100 Gates Project,New York,10002,54,Orchard Street,New York,100 Gates Project,"54 Orchard Street, New York, NY 10002, United States of America"
Captain Jacob Joseph Playground,New York,10002,N/A,Henry Street,New York,Captain Jacob Joseph Playground,"Henry Street, New York, NY 10002, United States of America"
Reena Spauldings Fine Art,New York,10002,165,East Broadway,New York,Reena Spauldings Fine Art,"165 East Broadway, New York, NY 10002, United States of America"
Dahesh Museum of Art,New York,10005,N/A,Dominick Street,New York,Dahesh Museum of Art,"Dominick Street, New York, NY 10005, United States of America"
Pop International Galleries,New York,10002,195,Bowery,New York,Pop International Galleries,"195 Bowery, New York, NY 10002, United States of America"
Bargemusic,New York,11201,N/A,Brooklyn Bridge Park Greenway,New York,Bargemusic,"Brooklyn Bridge Park Greenway, New York, NY 11201, United States of America"
Woodward Gallery,New York,10002,132A,Eldridge Street,New York,Woodward Gallery,"132A Eldridge Street, New York, NY 10002, United States of America"
Dixon Place,New York,10002,161A,Chrystie Street,New York,Dixon Place,"161A Chrystie Street, New York, NY 10002, United States of America"
Museum of Ice Cream,New York,10003,558,Broadway,New York,Museum of Ice Cream,"558 Broadway, New York, NY 10003, United States of America"
New York City Fire Museum,New York,10013,278,Spring Street,New York,New York City Fire Museum,"278 Spring Street, New York, NY 10013, United States of America"
Arsenal Contemporary Art,New York,10012,214,Bowery,New York,Arsenal Contemporary Art,"214 Bowery, New York, NY 10012, United States of America"
James Fuentes LLC,New York,10002,55,Delancey Street,New York,James Fuentes LLC,"55 Delancey Street, New York, NY 10002, United States of America"
Magenta Plains,New York,10002,94,Allen Street,New York,Magenta Plains,"94 Allen Street, New York, NY 10002, United States of America"
St. Ann's Warehouse,New York,11201,45,Water Street,New York,St. Ann's Warehouse,"45 Water Street, New York, NY 11201, United States of America"
Lower East Side Tenement Museum,New York,10002,103,Orchard Street,New York,Lower East Side Tenement Museum,"103 Orchard Street, New York, NY 10002, United States of America"
New Museum,New York,10002,235,Bowery,New York,New Museum,"235 Bowery, New York, NY 10002, United States of America"
Museum of African Art,New York,10012,N/A,Mercer Street,New York,Museum of African Art,"Mercer Street, New York, NY 10012, United States of America"
Lazy Susan Gallery,New York,10002,191,Henry Street,New York,Lazy Susan Gallery,"191 Henry Street, New York, NY 10002, United States of America"
DTR Modern Galleries,New York,10012,456,West Broadway,New York,DTR Modern Galleries,"456 West Broadway, New York, NY 10012, United States of America"
The Gutter - Lower East Side,New York,10002,79,Essex Street,New York,The Gutter - Lower East Side,"79 Essex Street, New York, NY 10002, United States of America"
Brooklyn Historical Society,New York,11201,55,Water Street,New York,Brooklyn Historical Society,"55 Water Street, New York, NY 11201, United States of America"
bitforms gallery,New York,10002,131,Allen Street,New York,bitforms gallery,"131 Allen Street, New York, NY 10002, United States of America"
ICP International Center of Photography Museum,New York,10012,N/A,Bowery,New York,ICP International Center of Photography Museum,"Bowery, New York, NY 10012, United States of America"
Voltz Clarke Gallery,New York,10002,195,Chrystie Street,New York,Voltz Clarke Gallery,"195 Chrystie Street, New York, NY 10002, United States of America"
Georges Bergès Gallery,New York,10012,462,West Broadway,New York,Georges Bergès Gallery,"462 West Broadway, New York, NY 10012, United States of America"
Pomegranate Gallery,New York,10012,137,Greene Street,New York,Pomegranate Gallery,"137 Greene Street, New York, NY 10012, United States of America"
The Greene Space at WNYC/WQXR,New York,10012,44,Charlton Street,New York,The Greene Space at WNYC/WQXR,"44 Charlton Street, New York, NY 10012, United States of America"
International Center of Photography,New York,10002,79,Essex Street,New York,International Center of Photography,"79 Essex Street, New York, NY 10002, United States of America"
Westwood Gallery,New York,10012,261,Bowery,New York,Westwood Gallery,"261 Bowery, New York, NY 10012, United States of America"
The New York Foundation,New York,10012,137,Thompson Street,New York,The New York Foundation,"137 Thompson Street, New York, NY 10012, United States of America"
Perrotin New York,New York,10002,130,Orchard Street,New York,Perrotin New York,"130 Orchard Street, New York, NY 10002, United States of America"
Sperone Westwater,New York,10002,257,Bowery,New York,Sperone Westwater,"257 Bowery, New York, NY 10002, United States of America"
Angelika Film Center,New York,10012,N/A,Mercer Street,New York,Angelika Film Center,"Mercer Street, New York, NY 10012, United States of America"
Klompching Gallery,New York,11201,89,Water Street,New York,Klompching Gallery,"89 Water Street, New York, NY 11201, United States of America"
Regal Essex 14 & RPX,New York,10002,129,Delancey Street,New York,Regal Essex 14 & RPX,"129 Delancey Street, New York, NY 10002, United States of America"
Con Artist Collective,New York,10002,119,Ludlow Street,New York,Con Artist Collective,"119 Ludlow Street, New York, NY 10002, United States of America"
Children's Museum of the Arts,New York,10014,103,Charlton Street,New York,Children's Museum of the Arts,"103 Charlton Street, New York, NY 10014, United States of America"
Janet Borden,New York,11201,91,Water Street,New York,Janet Borden,"91 Water Street, New York, NY 11201, United States of America"
Empirical Nonsense,New York,10002,87,Rivington Street,New York,Empirical Nonsense,"87 Rivington Street, New York, NY 10002, United States of America"
Powers Lowenfels Gallery,New York,10002,53,Stanton Street,New York,Powers Lowenfels Gallery,"53 Stanton Street, New York, NY 10002, United States of America"
Krause Gallery,New York,10002,149,Allen Street,New York,Krause Gallery,"149 Allen Street, New York, NY 10002, United States of America"
African Grove Theatre,New York,10012,181,Mercer Street,New York,African Grove Theatre,"181 Mercer Street, New York, NY 10012, United States of America"
Environmental Education Center,New York,11201,19,Washington Street,New York,Environmental Education Center,"19 Washington Street, New York, NY 11201, United States of America"
The Cliffs at DUMBO,New York,11201,99,Plymouth Street,New York,The Cliffs at DUMBO,"99 Plymouth Street, New York, NY 11201, United States of America"
Film Forum,New York,10014,209,West Houston Street,New York,Film Forum,"209 West Houston Street, New York, NY 10014, United States of America"
The Slipper Room,New York,10002,167,Stanton Street,New York,The Slipper Room,"167 Stanton Street, New York, NY 10002, United States of America"
Duane Park,New York,10012,308,Bowery,New York,Duane Park,"308 Bowery, New York, NY 10012, United States of America"
Bowery Poetry,New York,10012,308,Bowery,New York,Bowery Poetry,"308 Bowery, New York, NY 10012, United States of America"
SubCulture,New York,10012,45,Bleecker Street,New York,SubCulture,"45 Bleecker Street, New York, NY 10012, United States of America"
Sheen Center,New York,10012,18,Bleecker Street,New York,Sheen Center,"18 Bleecker Street, New York, NY 10012, United States of America"
The Hole,New York,10012,312,Bowery,New York,The Hole,"312 Bowery, New York, NY 10012, United States of America"
Zürcher Studio,New York,10012,33,Bleecker Street,New York,Zürcher Studio,"33 Bleecker Street, New York, NY 10012, United States of America"
Spark Brooklyn Children's Museum Annex,New York,11201,1,John Street,New York,Spark Brooklyn Children's Museum Annex,"1 John Street, New York, NY 11201, United States of America"
Le Poisson Rouge,New York,10012,158,Bleecker Street,New York,Le Poisson Rouge,"158 Bleecker Street, New York, NY 10012, United States of America"
Amanita,New York,10003,313,Bowery,New York,Amanita,"313 Bowery, New York, NY 10003, United States of America"
Rockwood Music Hall,New York,10002,196,Allen Street,New York,Rockwood Music Hall,"196 Allen Street, New York, NY 10002, United States of America"
The Renee and Chaim Gross Foundation,New York,10012,526,LaGuardia Place,New York,The Renee and Chaim Gross Foundation,"526 LaGuardia Place, New York, NY 10012, United States of America"
Gene Frankel Theatre,New York,10012,24,Bond Street,New York,Gene Frankel Theatre,"24 Bond Street, New York, NY 10012, United States of America"
The River Project Wetlab,New York,10005,N/A,Holland Tunnel,New York,The River Project Wetlab,"Holland Tunnel, New York, NY 10005, United States of America"
Center for Architecture,New York,10012,546,LaGuardia Place,New York,Center for Architecture,"546 LaGuardia Place, New York, NY 10012, United States of America"
Anthology Film Archives,New York,10035,32,2nd Avenue,New York,Anthology Film Archives,"32 2nd Avenue, New York, NY 10035, United States of America"
Triangle Arts Association,New York,11201,20,Jay Street,New York,Triangle Arts Association,"20 Jay Street, New York, NY 11201, United States of America"
Henry Street Playhouse,New York,10002,466,Grand Street,New York,Henry Street Playhouse,"466 Grand Street, New York, NY 10002, United States of America"
Downing Street Playground,New York,10014,N/A,Downing Street,New York,Downing Street Playground,"Downing Street, New York, NY 10014, United States of America"
Abrons Arts Center,New York,10002,466,Grand Street,New York,Abrons Arts Center,"466 Grand Street, New York, NY 10002, United States of America"
La MaMa Galleria,New York,10012,47,Great Jones Street,New York,La MaMa Galleria,"47 Great Jones Street, New York, NY 10012, United States of America"
Eric Firestone Gallery,New York,10012,40,Great Jones Street,New York,Eric Firestone Gallery,"40 Great Jones Street, New York, NY 10012, United States of America"
Angel Orensanz Foundation,New York,10002,172,Norfolk Street,New York,Angel Orensanz Foundation,"172 Norfolk Street, New York, NY 10002, United States of America"
Fortnight Institute,New York,10003,21,East 3rd Street,New York,Fortnight Institute,"21 East 3rd Street, New York, NY 10003, United States of America"
Morgan Presents,New York,10002,155,Suffolk Street,New York,Morgan Presents,"155 Suffolk Street, New York, NY 10002, United States of America"
Space 776,New York,10002,37,Clinton Street,New York,Space 776,"37 Clinton Street, New York, NY 10002, United States of America"
Minetta Lane Theatre,New York,10014,N/A,6th Avenue,New York,Minetta Lane Theatre,"6th Avenue, New York, NY 10014, United States of America"
Undercurrent,New York,11201,70,John Street,New York,Undercurrent,"70 John Street, New York, NY 11201, United States of America"
Comedy Cellar,New York,10012,117,Minetta Lane,New York,Comedy Cellar,"117 Minetta Lane, New York, NY 10012, United States of America"
trotter&sholer,New York,10002,168,Suffolk Street,New York,trotter&sholer,"168 Suffolk Street, New York, NY 10002, United States of America"
Spencer Brownstone Gallery,New York,10002,170-A,Suffolk Street,New York,Spencer Brownstone Gallery,"170-A Suffolk Street, New York, NY 10002, United States of America"
Rachel Uffner,New York,10002,170,Suffolk Street,New York,Rachel Uffner,"170 Suffolk Street, New York, NY 10002, United States of America"
La MaMa,New York,10003,66,East 4th Street,New York,La MaMa,"66 East 4th Street, New York, NY 10003, United States of America"
Minetta Playground,New York,10014,N/A,6th Avenue,New York,Minetta Playground,"6th Avenue, New York, NY 10014, United States of America"
Merchant's House Museum,New York,10003,29,East 4th Street,New York,Merchant's House Museum,"29 East 4th Street, New York, NY 10003, United States of America"
Loop of the Loom,New York,11201,197,Plymouth Street,New York,Loop of the Loom,"197 Plymouth Street, New York, NY 11201, United States of America"
Skirball Center for the Performing Arts,New York,10012,566,LaGuardia Place,New York,Skirball Center for the Performing Arts,"566 LaGuardia Place, New York, NY 10012, United States of America"
Caveat,New York,10002,21,Clinton Street,New York,Caveat,"21 Clinton Street, New York, NY 10002, United States of America"
The 4th Street Photo Gallery,New York,10003,67,East 4th Street,New York,The 4th Street Photo Gallery,"67 East 4th Street, New York, NY 10003, United States of America"
New York Theatre Workshop,New York,10003,79,East 4th Street,New York,New York Theatre Workshop,"79 East 4th Street, New York, NY 10003, United States of America"
Art Clinic,New York,10002,106,Ridge Street,New York,Art Clinic,"106 Ridge Street, New York, NY 10002, United States of America"
New York Comedy Club,New York,10003,85,East 4th Street,New York,New York Comedy Club,"85 East 4th Street, New York, NY 10003, United States of America"
Kraine Theater,New York,10003,85,East 4th Street,New York,Kraine Theater,"85 East 4th Street, New York, NY 10003, United States of America"
Cherry Lane Theater,New York,10014,38,Commerce Street,New York,Cherry Lane Theater,"38 Commerce Street, New York, NY 10014, United States of America"
Hashimoto Contemporary,New York,10002,210,Rivington Street,New York,Hashimoto Contemporary,"210 Rivington Street, New York, NY 10002, United States of America"
IFC Center,New York,10014,323,6th Avenue,New York,IFC Center,"323 6th Avenue, New York, NY 10014, United States of America"
Grey Art Gallery,New York,10012,N/A,Washington Square East,New York,Grey Art Gallery,"Washington Square East, New York, NY 10012, United States of America"
Public Theater,New York,10003,425,Lafayette Street,New York,Public Theater,"425 Lafayette Street, New York, NY 10003, United States of America"
The Ukrainian Museum,New York,10003,220,East 6th Street,New York,The Ukrainian Museum,"220 East 6th Street, New York, NY 10003, United States of America"
Karma Gallery,New York,10009,188,East 2nd Street,New York,Karma Gallery,"188 East 2nd Street, New York, NY 10009, United States of America"
Greenwich House Music School,New York,10014,46,Barrow Street,New York,Greenwich House Music School,"46 Barrow Street, New York, NY 10014, United States of America"
Renee Weiler Concert Hall,New York,10014,46,Barrow Street,New York,Renee Weiler Concert Hall,"46 Barrow Street, New York, NY 10014, United States of America"
Astor Place Theatre,New York,10003,434,Lafayette Street,New York,Astor Place Theatre,"434 Lafayette Street, New York, NY 10003, United States of America"
Wild Project,New York,10009,195,East 3rd Street,New York,Wild Project,"195 East 3rd Street, New York, NY 10009, United States of America"
MARCH,New York,10009,64,Avenue A,New York,MARCH,"64 Avenue A, New York, NY 10009, United States of America"
Astor Place Opera House,New York,10003,N/A,Astor Place,New York,Astor Place Opera House,"Astor Place, New York, NY 10003, United States of America"
Arts on Site,New York,10003,12,Saint Mark's Place,New York,Arts on Site,"12 Saint Mark's Place, New York, NY 10003, United States of America"
St. Mark's Comedy Club,New York,10003,12,Saint Mark's Place,New York,St. Mark's Comedy Club,"12 Saint Mark's Place, New York, NY 10003, United States of America"
Barcade,New York,10003,6,Saint Mark's Place,New York,Barcade,"6 Saint Mark's Place, New York, NY 10003, United States of America"
Heights Players,New York,11201,26,Willow Place,New York,Heights Players,"26 Willow Place, New York, NY 11201, United States of America"
Orpheum Theatre,New York,10003,126,2nd Avenue,New York,Orpheum Theatre,"126 2nd Avenue, New York, NY 10003, United States of America"
